bin_count,bin_freq,bin_range,x_value,bin_number
5,0.009191176470588236,"(-3.143, -2.745]",-3.143,1
5,0.009191176470588236,"(-2.745, -2.346]",-2.745,2
8,0.014705882352941176,"(-2.346, -1.948]",-2.346,3
11,0.02022058823529412,"(-1.948, -1.55]",-1.948,4
25,0.04595588235294118,"(-1.55, -1.151]",-1.55,5
40,0.07352941176470588,"(-1.151, -0.753]",-1.151,6
71,0.13051470588235295,"(-0.753, -0.355]",-0.753,7
132,0.2426470588235294,"(-0.355, 0.0437]",-0.355,8
120,0.22058823529411764,"(0.0437, 0.442]",0.0437,9
70,0.12867647058823528,"(0.442, 0.84]",0.442,10
29,0.05330882352941176,"(0.84, 1.239]",0.84,11
11,0.02022058823529412,"(1.239, 1.637]",1.239,12
6,0.011029411764705883,"(1.637, 2.035]",1.637,13
6,0.011029411764705883,"(2.035, 2.434]",2.035,14
4,0.007352941176470588,"(2.434, 2.832]",2.434,15
0,0.0,"(2.832, 3.23]",2.832,16
0,0.0,"(3.23, 3.629]",3.23,17
0,0.0,"(3.629, 4.027]",3.629,18
0,0.0,"(4.027, 4.426]",4.027,19
1,0.001838235294117647,"(4.426, 4.824]",4.426,20
