bin_count,bin_freq,bin_range,x_value,bin_number
1,0.1,"(-1.84, -1.704]",-1.84,1
0,0.0,"(-1.704, -1.568]",-1.704,2
0,0.0,"(-1.568, -1.432]",-1.568,3
1,0.1,"(-1.432, -1.296]",-1.432,4
1,0.1,"(-1.296, -1.16]",-1.296,5
0,0.0,"(-1.16, -1.024]",-1.16,6
0,0.0,"(-1.024, -0.888]",-1.024,7
0,0.0,"(-0.888, -0.752]",-0.888,8
0,0.0,"(-0.752, -0.616]",-0.752,9
0,0.0,"(-0.616, -0.48]",-0.616,10
0,0.0,"(-0.48, -0.344]",-0.48,11
1,0.1,"(-0.344, -0.208]",-0.344,12
1,0.1,"(-0.208, -0.0715]",-0.208,13
1,0.1,"(-0.0715, 0.0645]",-0.0715,14
0,0.0,"(0.0645, 0.2]",0.0645,15
1,0.1,"(0.2, 0.336]",0.2,16
1,0.1,"(0.336, 0.472]",0.336,17
0,0.0,"(0.472, 0.608]",0.472,18
0,0.0,"(0.608, 0.744]",0.608,19
2,0.2,"(0.744, 0.88]",0.744,20
